id,nombre_Producto,tipo,masa,peso
782,Katy,normal,liquida,75818
783,Brett,refrigerado,liquida,57278
784,Mel,refrigerado,gas,60195
785,Cynthia,normal,liquida,69748
786,Phineas,refrigerado,solida,89786
787,Teri,inflamable,solida,5857
788,Micah,normal,gas,92366
789,Ximenes,refrigerado,gas,15613
790,Corrina,refrigerado,solida,47103
791,Honor,refrigerado,gas,10858
792,Cornie,inflamable,gas,6678
793,Rebecka,normal,gas,91063
794,Augustus,inflamable,liquida,14729
795,Ginger,refrigerado,gas,58127
796,Delores,inflamable,solida,32150
797,Sibby,normal,liquida,93803
798,Jone,normal,gas,70144
799,Brigid,normal,solida,56315
800,Elsie,refrigerado,gas,26169
801,Dasi,refrigerado,gas,47674
802,Delphine,inflamable,gas,64032
803,Mateo,normal,gas,1654
804,Kikelia,inflamable,liquida,32438
805,Eula,inflamable,solida,19848
806,Letty,normal,solida,93470
807,Adiana,inflamable,liquida,27444
808,Desi,inflamable,gas,28092
809,Bryn,refrigerado,gas,76224
810,Terri,refrigerado,solida,21740
811,Dorise,refrigerado,solida,62700
812,Ashlen,inflamable,solida,93078
813,Alexa,inflamable,liquida,89686
814,Demetria,inflamable,liquida,36115
815,Bruce,inflamable,gas,73867
816,Oriana,inflamable,solida,59903
817,Linnea,inflamable,liquida,19887
818,Brock,inflamable,liquida,47049
819,Kala,normal,liquida,70510
820,Marleah,inflamable,solida,34310
821,Nikolaus,inflamable,solida,12036
822,Friedrick,inflamable,solida,72229
823,Ernestus,inflamable,liquida,16057
824,Walliw,inflamable,solida,51166
825,Sibyl,inflamable,liquida,90458
826,Marcel,normal,gas,3886
827,Shannan,refrigerado,gas,18245
828,Enriqueta,normal,solida,7932
829,Angelika,normal,gas,75428
830,Virgie,refrigerado,liquida,27865
831,Calli,normal,gas,25960
832,Hakim,refrigerado,gas,61571
833,Hoebart,inflamable,solida,26240
834,Lynnette,inflamable,liquida,92270
835,Lin,inflamable,solida,74883
836,Tanitansy,normal,solida,96732
837,Arlette,refrigerado,gas,85614
838,Janeta,refrigerado,liquida,72898
839,Maisey,refrigerado,liquida,61124
840,Madalyn,refrigerado,liquida,72492
841,Bendite,refrigerado,liquida,18268
842,Allsun,inflamable,gas,33351
843,Rubi,inflamable,liquida,57405
844,Adelheid,refrigerado,liquida,7378
845,Jeanna,normal,liquida,46592
846,Annabel,refrigerado,gas,44721
847,Deloris,normal,solida,41774
848,Ezequiel,inflamable,gas,12202
849,Arabele,normal,gas,49987
850,Gianni,refrigerado,gas,75880
851,Kerr,inflamable,liquida,73074
852,Christoforo,normal,solida,38442
853,Grace,inflamable,solida,36397
854,Hollis,refrigerado,gas,81380
855,Josey,inflamable,gas,80438
856,Giana,normal,liquida,3300
857,Gregoire,normal,liquida,92242
858,Giorgia,normal,gas,99384
859,Rhetta,refrigerado,gas,6197
860,Barrie,normal,solida,31141
861,Roosevelt,normal,gas,9894
862,Winifred,normal,solida,88119
863,Jase,inflamable,liquida,54438
864,Levi,inflamable,gas,46169
865,Gaile,normal,solida,74678
866,Payton,normal,gas,35099
867,Rutherford,normal,gas,75151
868,Leonerd,refrigerado,solida,16377
869,Hale,normal,solida,71524
870,Jordana,normal,liquida,29916
871,Edy,normal,solida,20847
872,Lynnell,normal,solida,32684
873,Aggie,normal,liquida,40732
874,Lynnet,normal,liquida,2364
875,Hugues,inflamable,liquida,69878
876,Nicole,refrigerado,solida,11026
877,Leona,normal,solida,2819
878,Sunshine,normal,gas,60522
879,Neile,refrigerado,liquida,95192
880,Darn,refrigerado,gas,64540
881,Rainer,refrigerado,gas,3361
882,Goldina,normal,solida,74405
883,Vonnie,refrigerado,gas,72315
884,Hermine,refrigerado,solida,38554
885,Jasun,refrigerado,solida,36775
886,Tobye,normal,gas,11421
887,Emlen,refrigerado,liquida,21470
888,Doralin,inflamable,gas,24156
889,Ethel,refrigerado,solida,2000
890,Ophelie,refrigerado,liquida,98167
891,Adriana,normal,liquida,11558
892,Merill,normal,liquida,85469
893,Lia,normal,liquida,38311
894,Nesta,normal,gas,61505
895,Shelly,refrigerado,solida,66312
896,Agata,normal,gas,87272
897,Kay,inflamable,liquida,41291
898,Augusto,normal,liquida,90677
899,Olga,normal,liquida,57676
900,Janeva,inflamable,solida,27949
901,Gunner,normal,solida,44391
902,Alf,normal,gas,48626
903,Bren,normal,solida,15317
904,Gabriella,refrigerado,gas,93381
905,Noami,inflamable,solida,37357
906,Chloe,inflamable,liquida,90194
907,Larina,inflamable,gas,24226
908,Tricia,refrigerado,solida,33323
909,Guendolen,normal,solida,13518
910,My,inflamable,gas,34569
911,Shaun,normal,liquida,65116
912,Rebbecca,inflamable,gas,28742
913,Dell,refrigerado,solida,37504
914,Wye,refrigerado,liquida,45975
915,Ravid,normal,solida,44599
916,Raviv,inflamable,gas,40408
917,Beilul,refrigerado,liquida,68149
918,Regan,normal,liquida,50146
919,Ikey,normal,solida,41389
920,Inesita,normal,solida,18216
921,Boote,refrigerado,liquida,56539
922,Rockie,refrigerado,gas,84938
923,Darrick,inflamable,gas,29944
924,Lee,normal,liquida,60525
925,Grove,inflamable,liquida,68780
926,Pablo,normal,liquida,58547
927,Sayers,inflamable,solida,10284
928,Nola,normal,solida,47465
929,Shaine,normal,gas,41870
930,Lydon,refrigerado,gas,53616
931,Nico,normal,solida,73742
932,Fallon,refrigerado,gas,23531
933,Tessi,normal,liquida,3283
934,Nariko,normal,gas,37254
935,Dixie,normal,liquida,99941
936,Mitch,refrigerado,solida,2660
937,Sig,refrigerado,liquida,11933
938,Onida,inflamable,liquida,98393
939,Hollie,refrigerado,liquida,6115
940,Petronilla,normal,gas,4806
941,Wini,refrigerado,gas,94033
942,Vance,inflamable,gas,4217
943,Jaymie,inflamable,liquida,80425
944,Jeni,normal,liquida,78117
945,Art,inflamable,liquida,41737
946,Brand,inflamable,solida,12445
947,Kile,inflamable,gas,13025
948,Blayne,inflamable,liquida,48682
949,Jarrod,normal,liquida,78062
950,Loria,refrigerado,solida,92521
951,Gwenette,refrigerado,liquida,28092
952,Guendolen,normal,liquida,43146
953,Siana,refrigerado,gas,81220
954,Giselbert,normal,solida,95945
955,Claretta,normal,liquida,55173
956,Hirsch,normal,solida,60441
957,Bettine,inflamable,solida,84042
958,Kirstyn,refrigerado,solida,47761
959,Nye,refrigerado,solida,24900
960,Isaac,normal,liquida,21541
961,Jessy,normal,solida,46622
962,Florrie,normal,liquida,89601
963,Emlynn,refrigerado,gas,97896
964,Elora,inflamable,liquida,73759
965,Simone,refrigerado,solida,99050
966,Ravi,inflamable,liquida,27087
967,Camala,refrigerado,solida,69635
968,Alica,normal,gas,6040
969,Annabal,refrigerado,liquida,37483
970,Giulia,normal,liquida,58673
971,Veda,inflamable,gas,63851
972,Xymenes,refrigerado,liquida,64883
973,Hendrika,inflamable,gas,34038
974,Arlie,refrigerado,solida,24233
975,Elisha,inflamable,solida,33596
976,Marya,inflamable,liquida,32227
977,Terra,refrigerado,gas,8813
978,Ashton,normal,gas,5399
979,Kendrick,normal,gas,40452
980,Gizela,normal,liquida,67896
981,Olive,refrigerado,gas,3546
982,Angelica,refrigerado,liquida,60749
983,Fey,refrigerado,liquida,78602
984,Darb,normal,solida,27869
985,Sarette,inflamable,liquida,82527
986,Renie,inflamable,solida,30447
987,Dallas,inflamable,liquida,73173
988,Douglas,inflamable,solida,9797
989,Glynn,refrigerado,liquida,27133
990,Cathleen,inflamable,liquida,99231
991,Witty,normal,liquida,52294
992,Maggi,normal,gas,98449
993,Suzie,refrigerado,solida,15378
994,Skyler,inflamable,solida,79157
995,Sidonnie,refrigerado,liquida,45458
996,Laurens,inflamable,liquida,94067
997,Nanny,normal,solida,6143
998,Ardelia,normal,solida,88068
999,Emlyn,refrigerado,gas,22866
1000,Gray,inflamable,gas,88066
